author_name,author_url,author_average_rating,author_number_of_people_read,author_number_of_people_wants_to_read,author_date_of_birth,author_number_of_fans,author_number_of_books_written,author_number_of_awards
Kohta Hirano,https://lubimyczytac.pl/autor/37138/kohta-hirano,7.7,1031,933,14.07.1973,25,17,0
Małgorzata Falkowska,https://lubimyczytac.pl/autor/129362/malgorzata-falkowska,6.9,3611,4837,03.04.1989,64,47,0
Peter S. Beagle,https://lubimyczytac.pl/autor/30650/peter-s-beagle,6.5,1659,2656,20.04.1939,15,18,0
Moira Young,https://lubimyczytac.pl/autor/73058/moira-young,7.1,820,1909,przybliżona),17,3,1
Jane Green,https://lubimyczytac.pl/autor/20354/jane-green,6.3,2006,1690,31.05.1968,18,23,0
Judith McNaught,https://lubimyczytac.pl/autor/24721/judith-mcnaught,7.2,1835,2733,10.05.1944,171,16,0
Elsie Silver,https://lubimyczytac.pl/autor/244837/elsie-silver,7.6,1092,2296,10.05.1944,66,13,0
Agnieszka Kuchmister,https://lubimyczytac.pl/autor/196737/agnieszka-kuchmister,7.4,1270,2218,10.05.1944,62,11,0
Angie Thomas,https://lubimyczytac.pl/autor/142518/angie-thomas,7.8,835,1663,10.05.1944,5,5,0
Karina Halle,https://lubimyczytac.pl/autor/82688/karina-halle,6.9,850,663,10.05.1944,18,46,0
Sarah Addison Allen,https://lubimyczytac.pl/autor/30751/sarah-addison-allen,6.2,1798,1704,10.05.1944,48,10,0
Anna Górna,https://lubimyczytac.pl/autor/220826/anna-gorna,7.4,1043,1250,01.01.1988,39,5,0
Jay Shetty,https://lubimyczytac.pl/autor/201453/jay-shetty,7.3,809,1419,01.01.1988,4,2,0
Piotr Fronczewski,https://lubimyczytac.pl/autor/104593/piotr-fronczewski,7.5,734,451,08.06.1946,2,1,0
Brian Staveley,https://lubimyczytac.pl/autor/100139/brian-staveley,7.0,805,2024,08.06.1946,27,7,0
Jon Ronson,https://lubimyczytac.pl/autor/30874/jon-ronson,6.4,1561,2688,10.06.1967,32,10,0
Alyson Richman,https://lubimyczytac.pl/autor/63234/alyson-richman,7.9,941,1367,10.06.1967,5,4,0
Jay Anson,https://lubimyczytac.pl/autor/89429/jay-anson,6.6,735,632,04.11.1921,0,1,0
Jonathan Haidt,https://lubimyczytac.pl/autor/45988/jonathan-haidt,7.7,1015,4959,04.11.1921,33,4,0
Mariusz Zielke,https://lubimyczytac.pl/autor/49582/mariusz-zielke,6.5,2708,4862,02.12.1971,76,19,0
Jonathan Nasaw,https://lubimyczytac.pl/autor/23219/jonathan-nasaw,6.8,865,1285,02.12.1971,11,4,0
Adam Stern,https://lubimyczytac.pl/autor/229966/adam-stern,6.5,706,505,02.12.1971,1,1,0
Franciszek Zabłocki,https://lubimyczytac.pl/autor/35340/franciszek-zablocki,6.3,1252,497,02.01.1752,5,11,0
Łukasz Wroński,https://lubimyczytac.pl/autor/123779/lukasz-wronski,6.9,1468,1688,02.01.1752,11,3,0
Jerzy Broszkiewicz,https://lubimyczytac.pl/autor/24960/jerzy-broszkiewicz,6.8,1584,611,06.06.1922,11,27,0
Arnhild Lauveng,https://lubimyczytac.pl/autor/33221/arnhild-lauveng,7.1,816,2200,13.01.1972,14,3,0
E.M. Adeline,https://lubimyczytac.pl/autor/86162/e-m-adeline,7.0,835,823,13.01.1972,10,3,0
Cassie Harte,https://lubimyczytac.pl/autor/47829/cassie-harte,7.9,899,735,13.01.1972,1,1,0
Jean M. Auel,https://lubimyczytac.pl/autor/33852/jean-m-auel,7.3,878,1379,18.02.1936,51,7,0
Hanna Cygler,https://lubimyczytac.pl/autor/16823/hanna-cygler,6.7,3816,6794,18.09.1960,192,25,0
Christie Golden,https://lubimyczytac.pl/autor/3769/christie-golden,6.8,3576,3896,01.01.1963,68,42,0
Tessa Bailey,https://lubimyczytac.pl/autor/98574/tessa-bailey,6.4,1034,1062,01.01.1963,21,30,0
Rachel Hauck,https://lubimyczytac.pl/autor/86057/rachel-hauck,6.9,1512,1443,07.12.1960,33,5,0
Ksenia Basztowa,https://lubimyczytac.pl/autor/3538/ksenia-basztowa,6.7,1174,1026,03.06.1985,14,4,0
Katja Kettu,https://lubimyczytac.pl/autor/133319/katja-kettu,6.3,1023,1367,10.04.1977,10,3,0
Wendy Holden,https://lubimyczytac.pl/autor/116648/wendy-holden,7.2,984,1817,przybliżona),8,7,0
Piotr Jedliński,https://lubimyczytac.pl/autor/106509/piotr-jedlinski,6.4,5972,5113,przybliżona),12,12,0
Enrique Moriel,https://lubimyczytac.pl/autor/30124/enrique-moriel,5.9,785,298,17.03.1927,5,1,0
Konrad Możdżeń,https://lubimyczytac.pl/autor/193922/konrad-mozdzen,7.1,796,2178,17.03.1927,15,3,0
Jakub Gończyk,https://lubimyczytac.pl/autor/195709/jakub-gonczyk,7.1,760,370,17.03.1927,7,2,0
David Baldacci,https://lubimyczytac.pl/autor/14050/david-baldacci,6.7,4090,10748,05.08.1960,204,57,0
Kate Simants,https://lubimyczytac.pl/autor/206891/kate-simants,7.1,697,445,05.08.1960,3,1,0
Karina Bonowicz,https://lubimyczytac.pl/autor/77938/karina-bonowicz,7.1,1130,1443,05.08.1960,44,8,0
Anna Bikont,https://lubimyczytac.pl/autor/14419/anna-bikont,7.3,3134,5996,17.07.1954,36,17,2
Casey Watson,https://lubimyczytac.pl/autor/67074/casey-watson,7.6,1808,3366,17.07.1954,87,17,0
Benjamin Hoff,https://lubimyczytac.pl/autor/21524/benjamin-hoff,7.0,964,491,17.07.1954,7,4,0
Wioletta Sawicka,https://lubimyczytac.pl/autor/100597/wioletta-sawicka,7.9,2411,5155,17.07.1954,164,20,0
Roshani Chokshi,https://lubimyczytac.pl/autor/128550/roshani-chokshi,7.6,1256,4283,14.02.1991,31,13,0
Anna Snoekstra,https://lubimyczytac.pl/autor/141057/anna-snoekstra,6.4,911,579,14.02.1991,3,3,0
Gene Wolfe,https://lubimyczytac.pl/autor/3374/gene-wolfe,6.9,3309,9283,07.05.1931,83,76,0
Justyna Mazur,https://lubimyczytac.pl/autor/211643/justyna-mazur,7.5,745,558,07.05.1931,6,3,0
Jasper DeWitt,https://lubimyczytac.pl/autor/201754/jasper-dewitt,6.2,700,322,07.05.1931,0,1,0
Ewa Maciejczuk,https://lubimyczytac.pl/autor/199868/ewa-maciejczuk,7.5,1352,991,07.05.1931,26,27,0
Kate Wilhelm,https://lubimyczytac.pl/autor/3578/kate-wilhelm,7.0,995,1575,08.06.1928,4,28,0
Dariusz Kulik,https://lubimyczytac.pl/autor/191755/dariusz-kulik,7.1,709,299,08.06.1928,1,1,0
Jean Raspail,https://lubimyczytac.pl/autor/19435/jean-raspail,7.1,1252,1913,05.07.1925,82,13,0
Magda Szabó,https://lubimyczytac.pl/autor/39396/magda-szabo,7.3,1211,2256,05.10.1917,49,12,0
Ed Vulliamy,https://lubimyczytac.pl/autor/59596/ed-vulliamy,7.6,1313,2807,01.08.1954,10,3,1
Amy McCulloch,https://lubimyczytac.pl/autor/171904/amy-mcculloch,7.0,1091,1435,01.08.1954,2,6,0
Kim Liggett,https://lubimyczytac.pl/autor/176527/kim-liggett,7.4,688,1015,01.08.1954,8,2,0
Alicja Skirgajłło,https://lubimyczytac.pl/autor/181823/alicja-skirgajllo,7.3,2506,3297,11.03.1986,91,23,0
Katie Alender,https://lubimyczytac.pl/autor/53689/katie-alender,7.2,855,2648,11.03.1986,17,4,0
Lori Nelson Spielman,https://lubimyczytac.pl/autor/85074/lori-nelson-spielman,7.3,1117,1556,11.03.1986,16,4,0
Yasunari Kawabata,https://lubimyczytac.pl/autor/30260/yasunari-kawabata,7.2,1927,4995,14.06.1899,93,16,1
Gregory Maguire,https://lubimyczytac.pl/autor/31385/gregory-maguire,6.8,757,981,09.06.1954,11,10,0
Kate McCarthy,https://lubimyczytac.pl/autor/100232/kate-mccarthy,7.6,673,599,09.06.1954,14,9,0
Gretchen Craft Rubin,https://lubimyczytac.pl/autor/3198/gretchen-craft-rubin,6.1,1018,1441,09.06.1954,5,5,0
Tess Wakefield,https://lubimyczytac.pl/autor/232759/tess-wakefield,7.0,712,415,09.06.1954,1,1,0
Magda Działoszyńska-Kossow,https://lubimyczytac.pl/autor/192671/magda-dzialoszynska-kossow,7.0,685,1185,przybliżona),2,1,0
Weronika Nawara,https://lubimyczytac.pl/autor/174558/weronika-nawara,6.5,765,464,przybliżona),0,1,0
H.M. Ward,https://lubimyczytac.pl/autor/95763/h-m-ward,7.7,800,1376,przybliżona),20,60,0
Michael Bond,https://lubimyczytac.pl/autor/31344/michael-bond,7.9,1419,1188,13.01.1926,29,44,0
Lesley Lokko,https://lubimyczytac.pl/autor/4876/lesley-lokko,6.9,2854,3406,01.01.1964,157,10,0
Friedrich Dürrenmatt,https://lubimyczytac.pl/autor/33230/friedrich-durrenmatt,7.3,1256,994,05.01.1921,25,20,0
Agnieszka Stein,https://lubimyczytac.pl/autor/67916/agnieszka-stein,7.9,1227,2388,05.01.1921,36,11,0
Garrett M. Graff,https://lubimyczytac.pl/autor/209279/garrett-m-graff,8.0,731,1155,05.01.1921,2,2,0
Jacek Piekiełko,https://lubimyczytac.pl/autor/99947/jacek-piekielko,6.8,2479,2796,05.01.1921,69,16,0
Helen Fields,https://lubimyczytac.pl/autor/139993/helen-fields,7.2,834,869,05.01.1921,30,9,0
Michael Booth,https://lubimyczytac.pl/autor/68000/michael-booth,7.0,1337,3436,05.01.1921,11,7,0
Maria Krasowska,https://lubimyczytac.pl/autor/113249/maria-krasowska,7.8,1557,2544,przybliżona),161,11,0
Aly Martinez,https://lubimyczytac.pl/autor/106302/aly-martinez,7.7,1513,3243,przybliżona),82,27,0
Saroo Brierley,https://lubimyczytac.pl/autor/98427/saroo-brierley,7.0,758,802,przybliżona),1,1,0
Agnieszka Klessa-Shin,https://lubimyczytac.pl/autor/252485/agnieszka-klessa-shin,8.3,715,330,przybliżona),7,2,0
Dorota Glica,https://lubimyczytac.pl/autor/224430/dorota-glica,7.2,1691,1241,przybliżona),45,8,0
Inga Juszczak,https://lubimyczytac.pl/autor/200600/inga-juszczak,6.7,949,622,30.09.1995,28,7,0
Carrie Vaughn,https://lubimyczytac.pl/autor/38038/carrie-vaughn,7.0,2358,5825,01.01.1973,33,31,0
Karl Edward Wagner,https://lubimyczytac.pl/autor/30202/karl-edward-wagner,6.7,1316,1583,12.12.1945,63,20,0
Zofia Smełka-Leszczyńska,https://lubimyczytac.pl/autor/191230/zofia-smelka-leszczynska,6.9,725,524,12.12.1945,4,2,0
Anna Malinowska,https://lubimyczytac.pl/autor/62330/anna-malinowska,7.3,1231,2007,przybliżona),4,6,0
Piotr Patykiewicz,https://lubimyczytac.pl/autor/3442/piotr-patykiewicz,6.6,1635,2560,przybliżona),15,14,0
Louise L. Hay,https://lubimyczytac.pl/autor/9478/louise-l-hay,6.8,1095,1965,08.10.1926,50,22,0
Norbert Grzegorz Kościesza,https://lubimyczytac.pl/autor/175887/norbert-grzegorz-kosciesza,8.2,1160,866,08.10.1926,38,13,0
Joanna Jeżak,https://lubimyczytac.pl/autor/184966/joanna-jezak,7.6,729,393,08.10.1926,0,1,0
James Rebanks,https://lubimyczytac.pl/autor/140251/james-rebanks,7.6,700,835,przybliżona),4,3,0
Nuria Selva Fernandez,https://lubimyczytac.pl/autor/40304/nuria-selva-fernandez,7.6,738,482,przybliżona),4,1,0
Annabel Monaghan,https://lubimyczytac.pl/autor/231229/annabel-monaghan,6.9,958,576,przybliżona),9,2,0
Aleksandra Rumin,https://lubimyczytac.pl/autor/176275/aleksandra-rumin,7.5,1162,924,przybliżona),54,5,0
Maria Hawranek,https://lubimyczytac.pl/autor/126022/maria-hawranek,7.6,1137,1343,przybliżona),1,4,0
Anna Zgierun-Łacina,https://lubimyczytac.pl/autor/25783/anna-zgierun-lacina,7.2,1973,2152,przybliżona),65,16,0
Hubert Klimko-Dobrzaniecki,https://lubimyczytac.pl/autor/13803/hubert-klimko-dobrzaniecki,6.5,2369,3906,01.01.1967,67,27,0
Martyna Kubacka,https://lubimyczytac.pl/autor/106425/martyna-kubacka,7.3,981,746,11.05.1987,27,2,0
Dia Reeves,https://lubimyczytac.pl/autor/45996/dia-reeves,6.4,744,585,11.05.1987,8,1,0
Karina Pjankowa,https://lubimyczytac.pl/autor/3602/karina-pjankowa,7.4,954,639,12.04.1989,37,3,0
Magdalena Krauze,https://lubimyczytac.pl/autor/181732/magdalena-krauze,7.5,1637,1479,12.04.1989,72,8,0
Jessica Knoll,https://lubimyczytac.pl/autor/104086/jessica-knoll,6.5,851,861,12.04.1989,4,2,0
Dianne Freeman,https://lubimyczytac.pl/autor/241550/dianne-freeman,7.2,764,663,12.04.1989,22,7,0
Jane Corry,https://lubimyczytac.pl/autor/140765/jane-corry,7.0,1066,888,12.04.1989,12,5,0
Tomasz Kieres,https://lubimyczytac.pl/autor/155769/tomasz-kieres,6.9,2589,2929,12.04.1989,60,19,0
Ben Counter,https://lubimyczytac.pl/autor/62727/ben-counter,6.7,784,409,12.04.1989,2,8,0
Kathrin Lange,https://lubimyczytac.pl/autor/114075/kathrin-lange,7.0,938,2019,przybliżona),20,5,0
Marcin Mastalerz,https://lubimyczytac.pl/autor/53000/marcin-mastalerz,7.1,1883,1475,przybliżona),6,6,0
Anna Kęska,https://lubimyczytac.pl/autor/91362/anna-keska,6.2,841,605,przybliżona),4,7,0
Catherine McKenzie,https://lubimyczytac.pl/autor/78002/catherine-mckenzie,7.3,1075,771,przybliżona),6,8,0
T.M. Logan,https://lubimyczytac.pl/autor/166487/t-m-logan,6.8,1778,1444,przybliżona),30,7,0
Melissa Nathan,https://lubimyczytac.pl/autor/23856/melissa-nathan,6.2,1572,876,13.06.1968,29,5,0
Tom Sharpe,https://lubimyczytac.pl/autor/17648/tom-sharpe,6.7,1241,1544,30.03.1928,40,10,0
Kim Ho-yeon,https://lubimyczytac.pl/autor/259956/kim-ho-yeon,7.5,692,1063,30.03.1928,6,1,0
Emilia Hart,https://lubimyczytac.pl/autor/254438/emilia-hart,6.2,658,851,30.03.1928,4,2,0
Katarzyna Włodkowska,https://lubimyczytac.pl/autor/235192/katarzyna-wlodkowska,7.8,713,843,30.03.1928,5,1,0
 Owidiusz,https://lubimyczytac.pl/autor/22563/owidiusz,7.6,1308,1404,01.01.0043,30,16,0
Alex Kerr,https://lubimyczytac.pl/autor/31929/alex-kerr,7.2,847,1861,01.01.0043,5,5,0
Tanya Huff,https://lubimyczytac.pl/autor/3532/tanya-huff,7.0,1228,1555,01.01.0043,26,17,0
Lily Graham,https://lubimyczytac.pl/autor/190776/lily-graham,7.1,700,380,01.01.0043,0,1,0
Katrin Lankers,https://lubimyczytac.pl/autor/76457/katrin-lankers,6.1,798,952,01.01.0043,15,1,0
Karen Miller,https://lubimyczytac.pl/autor/40321/karen-miller,6.7,1206,2623,01.01.0043,27,12,0
Paweł Kopijer,https://lubimyczytac.pl/autor/80314/pawel-kopijer,8.0,707,960,01.01.0043,34,11,0
Stanisław Bereś,https://lubimyczytac.pl/autor/19694/stanislaw-beres,7.6,1262,1359,01.01.0043,3,17,0
Shannon Mayer,https://lubimyczytac.pl/autor/106606/shannon-mayer,6.8,1037,1681,01.01.0043,5,16,0
A. C. Cobble,https://lubimyczytac.pl/autor/206209/a-c-cobble,7.2,763,1392,01.01.0043,17,6,0
Kamila Wiśniewska,https://lubimyczytac.pl/autor/202673/kamila-wisniewska,6.5,997,641,01.01.0043,29,8,0
Alessandra Torre,https://lubimyczytac.pl/autor/95483/alessandra-torre,7.0,1191,1440,01.01.0043,30,20,0
Adam Cyra,https://lubimyczytac.pl/autor/46252/adam-cyra,6.8,733,1046,27.03.1949,5,9,0
Dave Cullen,https://lubimyczytac.pl/autor/58516/dave-cullen,6.2,682,1222,27.03.1949,2,2,0
Agnieszka Kamińska,https://lubimyczytac.pl/autor/168640/agnieszka-kaminska,6.9,691,750,27.03.1949,2,4,0
Piotr Rozmus,https://lubimyczytac.pl/autor/98354/piotr-rozmus,7.3,1318,2367,01.01.1983,66,5,0
Piotr Szmidt,https://lubimyczytac.pl/autor/100746/piotr-szmidt,6.8,763,285,24.12.1982,11,3,0
Lily Brooks-Dalton,https://lubimyczytac.pl/autor/138298/lily-brooks-dalton,7.0,680,1209,24.12.1982,6,2,0
Jack Finney,https://lubimyczytac.pl/autor/49580/jack-finney,6.9,989,1337,02.10.1911,2,16,0
Lyla Sage,https://lubimyczytac.pl/autor/263547/lyla-sage,6.8,671,377,02.10.1911,5,3,0
Neale Donald Walsch,https://lubimyczytac.pl/autor/35691/neale-donald-walsch,7.0,829,1991,10.09.1943,37,18,0
Sandy Hall,https://lubimyczytac.pl/autor/109469/sandy-hall,5.8,1087,1504,10.09.1943,16,3,0
Łukasz Maciejewski,https://lubimyczytac.pl/autor/53959/lukasz-maciejewski,7.0,1153,1068,13.03.1976,4,10,0
Kathleen Grissom,https://lubimyczytac.pl/autor/84910/kathleen-grissom,7.5,700,1135,13.03.1976,5,2,0
Marcin Jacoby,https://lubimyczytac.pl/autor/87409/marcin-jacoby,6.7,1289,2406,13.03.1976,15,12,0
Sōseki Natsume,https://lubimyczytac.pl/autor/33282/s-seki-natsume,6.9,1178,2686,09.02.1867,46,14,0
Kate Hewitt,https://lubimyczytac.pl/autor/55954/kate-hewitt,6.0,1531,1800,09.02.1867,22,50,0
Helga Flatland,https://lubimyczytac.pl/autor/175278/helga-flatland,7.4,912,1403,16.09.1984,13,5,0
Małgorzata J. Kursa,https://lubimyczytac.pl/autor/34880/malgorzata-j-kursa,6.7,2368,3015,16.09.1984,145,23,0
Hans Fallada,https://lubimyczytac.pl/autor/31737/hans-fallada,7.1,945,2245,21.07.1893,29,13,0
SJ Hooks,https://lubimyczytac.pl/autor/143733/sj-hooks,6.5,902,458,21.07.1893,9,3,0
Jane Sigaloff,https://lubimyczytac.pl/autor/33708/jane-sigaloff,5.5,903,240,16.04.1973,1,1,0
David Diop,https://lubimyczytac.pl/autor/174865/david-diop,5.5,675,752,24.02.1966,4,2,1
Torey Hayden,https://lubimyczytac.pl/autor/33039/torey-hayden,7.3,749,1256,24.02.1966,14,9,0
Jared Diamond,https://lubimyczytac.pl/autor/30839/jared-diamond,7.3,910,4103,10.09.1937,40,6,0
Kelly Quindlen,https://lubimyczytac.pl/autor/137158/kelly-quindlen,7.3,735,704,10.09.1937,6,3,0
Federica Bosco,https://lubimyczytac.pl/autor/113299/federica-bosco,5.2,1208,1330,25.09.1971,8,6,0
Jacek Leociak,https://lubimyczytac.pl/autor/36359/jacek-leociak,7.0,1131,2749,25.09.1971,13,26,0
Piotr Kowalski (rysownik),https://lubimyczytac.pl/autor/39858/piotr-kowalski-rysownik,6.3,1051,440,01.01.1973,0,36,0
Heidi E. Murkoff,https://lubimyczytac.pl/autor/8480/heidi-e-murkoff,6.6,1703,806,01.01.1973,8,12,0
Kaz Cooke,https://lubimyczytac.pl/autor/8674/kaz-cooke,7.1,863,477,przybliżona),8,2,0
James Herbert,https://lubimyczytac.pl/autor/3405/james-herbert,6.0,2477,2918,04.04.1943,74,22,0
Régine Deforges,https://lubimyczytac.pl/autor/31750/regine-deforges,7.1,796,770,15.08.1935,17,5,0
Norman Ohler,https://lubimyczytac.pl/autor/127165/norman-ohler,6.9,696,981,04.02.1970,3,2,0
Phoebe Morgan,https://lubimyczytac.pl/autor/197671/phoebe-morgan,5.7,810,507,04.02.1970,4,3,0
Joanne MacGregor,https://lubimyczytac.pl/autor/155565/joanne-macgregor,6.8,922,903,04.02.1970,8,3,0
Anatolij Bukriejew,https://lubimyczytac.pl/autor/46814/anatolij-bukriejew,7.5,731,752,04.02.1970,2,2,0
Matthew Woodring Stover,https://lubimyczytac.pl/autor/3331/matthew-woodring-stover,7.4,1722,2825,29.01.1962,59,10,0
Steven Rowley,https://lubimyczytac.pl/autor/137741/steven-rowley,6.6,748,524,06.05.1971,2,3,0
Marta Knopik,https://lubimyczytac.pl/autor/189637/marta-knopik,6.9,814,1336,06.05.1971,20,6,0
Richard Lloyd Parry,https://lubimyczytac.pl/autor/103287/richard-lloyd-parry,7.9,710,1037,przybliżona),0,2,0
Marek Baraniecki,https://lubimyczytac.pl/autor/3263/marek-baraniecki,6.5,1109,1477,16.06.1956,7,11,0
Benjamin Graham,https://lubimyczytac.pl/autor/1917/benjamin-graham,8.2,747,2252,16.06.1956,10,2,0
Norman Vincent Peale,https://lubimyczytac.pl/autor/5639/norman-vincent-peale,7.6,911,1409,31.05.1898,26,10,0
Sulari Gentill,https://lubimyczytac.pl/autor/241096/sulari-gentill,6.5,675,462,przybliżona),1,2,0
Ane Riel,https://lubimyczytac.pl/autor/189494/ane-riel,7.4,666,455,przybliżona),14,1,0
Marek Zmysłowski,https://lubimyczytac.pl/autor/175659/marek-zmyslowski,8.1,674,611,19.08.1986,11,2,0
Tatiana Mindewicz-Puacz,https://lubimyczytac.pl/autor/146735/tatiana-mindewicz-puacz,6.5,937,507,19.08.1986,9,5,0
Mingmei Yip,https://lubimyczytac.pl/autor/40964/mingmei-yip,5.7,1245,1972,19.08.1986,43,6,0
Scarlett St. Clair,https://lubimyczytac.pl/autor/195710/scarlett-st-clair,6.4,769,1468,19.08.1986,9,12,0
Robert Marasco,https://lubimyczytac.pl/autor/177712/robert-marasco,6.8,663,902,22.09.1936,0,1,0
Suzan Giżyńska,https://lubimyczytac.pl/autor/144661/suzan-gizynska,5.8,1416,1113,22.09.1936,1,8,0
John Howard Griffin,https://lubimyczytac.pl/autor/77609/john-howard-griffin,7.7,775,901,16.06.1920,3,1,0
Chelsea Quinn Yarbro,https://lubimyczytac.pl/autor/19357/chelsea-quinn-yarbro,6.1,840,1472,15.09.1942,25,12,0
Mira Lobe,https://lubimyczytac.pl/autor/30728/mira-lobe,7.7,840,291,17.09.1913,3,3,0
Katarzyna Majgier,https://lubimyczytac.pl/autor/6443/katarzyna-majgier,7.1,2927,2411,30.12.1973,64,27,1
Nicholas Pileggi,https://lubimyczytac.pl/autor/30289/nicholas-pileggi,7.3,763,624,22.01.1933,8,2,0
Aleksandra Polak,https://lubimyczytac.pl/autor/148533/aleksandra-polak,7.1,739,1365,22.01.1933,18,5,0
Zofia Mąkosa,https://lubimyczytac.pl/autor/143665/zofia-makosa,7.8,1488,3006,22.01.1933,86,14,0
Sylvain Neuvel,https://lubimyczytac.pl/autor/137059/sylvain-neuvel,6.6,762,2194,01.01.1973,7,9,0
Mateusz Grzesiak,https://lubimyczytac.pl/autor/593/mateusz-grzesiak,6.2,2722,4559,03.04.1980,121,24,0
Ingrid Hedström,https://lubimyczytac.pl/autor/78271/ingrid-hedstrom,6.3,990,1525,01.01.1949,21,4,0
Junji Ito,https://lubimyczytac.pl/autor/50028/junji-ito,7.4,1104,1630,31.07.1963,128,32,0
Shelley Parker-Chan,https://lubimyczytac.pl/autor/215221/shelley-parker-chan,7.0,666,1472,31.07.1963,6,2,0
Ella Fields,https://lubimyczytac.pl/autor/152320/ella-fields,7.1,1645,1624,31.07.1963,39,18,0
Paul S. Kemp,https://lubimyczytac.pl/autor/20174/paul-s-kemp,6.8,1820,1042,01.01.1969,5,17,0
Robin M. Akert,https://lubimyczytac.pl/autor/77484/robin-m-akert,7.7,467,1085,01.01.1969,1,2,0
Józef Mackiewicz,https://lubimyczytac.pl/autor/15397/jozef-mackiewicz,7.6,1272,5472,01.04.1902,270,47,0
Lynette Noni,https://lubimyczytac.pl/autor/192296/lynette-noni,8.5,1202,2341,01.04.1902,27,12,0
Lauren North,https://lubimyczytac.pl/autor/189778/lauren-north,8.6,667,669,01.04.1902,4,2,0
J. Maarten Troost,https://lubimyczytac.pl/autor/34622/j-maarten-troost,6.7,1084,823,przybliżona),14,3,0
Jonas Winner,https://lubimyczytac.pl/autor/141123/jonas-winner,6.3,1023,1213,przybliżona),8,2,0
Jonas Gardell,https://lubimyczytac.pl/autor/30938/jonas-gardell,7.1,885,2202,02.11.1963,41,8,0
Craig Hamilton,https://lubimyczytac.pl/autor/45215/craig-hamilton,6.6,833,512,02.11.1963,0,15,0
Kalina Błażejowska,https://lubimyczytac.pl/autor/97133/kalina-blazejowska,7.8,1250,1864,02.11.1963,6,2,0
Bohdan Baranowski,https://lubimyczytac.pl/autor/36341/bohdan-baranowski,7.2,1113,4453,01.07.1915,31,29,0
Sangu Mandanna,https://lubimyczytac.pl/autor/91512/sangu-mandanna,7.1,640,657,01.07.1915,2,4,0
Michał Stonawski,https://lubimyczytac.pl/autor/43581/michal-stonawski,6.5,2024,3813,04.02.1991,19,22,0
Tennessee Williams,https://lubimyczytac.pl/autor/30194/tennessee-williams,8.0,888,1483,26.03.1911,50,19,0
Karsten Dusse,https://lubimyczytac.pl/autor/207499/karsten-dusse,7.4,640,653,26.03.1911,22,1,0
Masaji Ishikawa,https://lubimyczytac.pl/autor/169366/masaji-ishikawa,7.8,683,1127,przybliżona),0,1,0
Gwenda Bond,https://lubimyczytac.pl/autor/77195/gwenda-bond,6.4,689,447,12.07.1976,1,5,0
Laline Paull,https://lubimyczytac.pl/autor/115545/laline-paull,6.7,759,630,12.07.1976,3,3,0
Kiryl J. Yeskov,https://lubimyczytac.pl/autor/30185/kiryl-j-yeskov,6.1,958,751,16.09.1956,2,4,0
Dorota Kania,https://lubimyczytac.pl/autor/85790/dorota-kania,6.4,1024,1550,16.09.1956,11,8,0
Klaus Janson,https://lubimyczytac.pl/autor/53582/klaus-janson,6.8,1234,735,23.01.1952,0,109,0
Anastasia Hopcus,https://lubimyczytac.pl/autor/52647/anastasia-hopcus,6.9,735,414,23.01.1952,11,1,0
Romain Gary,https://lubimyczytac.pl/autor/32032/romain-gary,6.7,1078,2398,14.05.1914,56,17,1
Aleksander R. Michalak,https://lubimyczytac.pl/autor/168089/aleksander-r-michalak,7.0,764,1009,14.05.1914,11,4,0
Beata Nowicka,https://lubimyczytac.pl/autor/115677/beata-nowicka,7.2,1715,1243,14.05.1914,2,6,0
Gesa Schwartz,https://lubimyczytac.pl/autor/82890/gesa-schwartz,7.7,748,2130,17.07.1980,31,10,0
David R. Hawkins,https://lubimyczytac.pl/autor/71329/david-r-hawkins,9.5,1151,5901,01.01.1927,179,56,0
