author_name,author_url,author_average_rating,author_number_of_people_read,author_number_of_people_wants_to_read,author_date_of_birth,author_number_of_fans,author_number_of_books_written,author_number_of_awards
Matthias Nollke,https://lubimyczytac.pl/autor/8753/matthias-nollke,6.1,239,276,Unknown,1,2,0
Dan Lungu,https://lubimyczytac.pl/autor/22594/dan-lungu,6.7,342,795,15.09.1969,4,3,0
Giovannino Guareschi,https://lubimyczytac.pl/autor/19014/giovannino-guareschi,7.9,527,1115,01.05.1908,48,21,0
Scott Kelby,https://lubimyczytac.pl/autor/11270/scott-kelby,7.2,544,879,01.01.1960,31,44,0
Ewa Baniecka,https://lubimyczytac.pl/autor/34552/ewa-baniecka,6.3,349,89,Unknown,1,3,0
Iwona Cała,https://lubimyczytac.pl/autor/67936/iwona-cala,7.1,262,122,Unknown,0,6,0
Josephine Hart,https://lubimyczytac.pl/autor/23777/josephine-hart,6.0,386,324,01.03.1942,1,8,0
Michelle Martin,https://lubimyczytac.pl/autor/40594/michelle-martin,6.4,498,367,Unknown,14,8,0
Mike Mignola,https://lubimyczytac.pl/autor/14317/mike-mignola,7.1,1256,1969,Unknown,54,194,0
Martin Booth,https://lubimyczytac.pl/autor/6389/martin-booth,6.2,502,255,Unknown,1,10,0
Jeremy Belpois,https://lubimyczytac.pl/autor/40340/jeremy-belpois,6.4,231,149,06.03.1974,13,5,0
Hape Kerkeling,https://lubimyczytac.pl/autor/31249/hape-kerkeling,6.8,188,128,Unknown,0,2,0
Kevin J. Fox,https://lubimyczytac.pl/autor/34145/kevin-j-fox,5.8,294,82,Unknown,0,2,0
Elisabeth Zöller,https://lubimyczytac.pl/autor/31409/elisabeth-zoller,6.7,1847,769,Unknown,2,5,0
Monika Sawicka,https://lubimyczytac.pl/autor/19580/monika-sawicka,6.2,1296,1638,05.01.1971,37,23,0
Marek Kochan,https://lubimyczytac.pl/autor/10989/marek-kochan,6.0,831,1000,Unknown,1,17,0
Klaus Mann,https://lubimyczytac.pl/autor/31711/klaus-mann,6.8,272,465,18.11.1906,8,6,0
 Pu Yi,https://lubimyczytac.pl/autor/16800/pu-yi,6.5,263,299,07.02.1906,1,5,0
José Donoso,https://lubimyczytac.pl/autor/30740/jose-donoso,7.0,349,873,Unknown,8,6,0
Matt Ridley,https://lubimyczytac.pl/autor/45204/matt-ridley,7.6,259,1105,Unknown,14,8,0
Łukasz Górnicki,https://lubimyczytac.pl/autor/16779/lukasz-gornicki,5.8,340,102,22.07.1603,3,4,0
Marja-Leena Tiainen,https://lubimyczytac.pl/autor/42061/marja-leena-tiainen,5.9,203,100,Unknown,1,1,0
Jasper Kent,https://lubimyczytac.pl/autor/19184/jasper-kent,6.5,239,231,01.01.1968,3,2,0
Alice Hoffman,https://lubimyczytac.pl/autor/20883/alice-hoffman,6.7,1725,2942,16.03.1952,25,17,0
Leander Kahney,https://lubimyczytac.pl/autor/31484/leander-kahney,6.4,580,496,25.11.1965,2,3,0
Agnieszka Drotkiewicz,https://lubimyczytac.pl/autor/14125/agnieszka-drotkiewicz,5.9,1393,2107,14.09.1981,23,20,0
Lea Aschkenas,https://lubimyczytac.pl/autor/17074/lea-aschkenas,6.8,193,134,Unknown,1,1,0
Philip Kerr,https://lubimyczytac.pl/autor/14036/philip-kerr,6.7,1210,1741,22.02.1956,41,28,0
Jacek Sobota,https://lubimyczytac.pl/autor/3595/jacek-sobota,6.9,650,1048,Unknown,3,14,0
Robert Foster,https://lubimyczytac.pl/autor/34288/robert-foster,7.4,220,210,Unknown,0,1,0
Władimir Bukowski,https://lubimyczytac.pl/autor/41225/wladimir-bukowski,7.0,338,500,Unknown,14,7,0
Janusz Meissner,https://lubimyczytac.pl/autor/29993/janusz-meissner,6.7,950,1631,21.01.1901,32,55,0
Romek Pawlak,https://lubimyczytac.pl/autor/142909/romek-pawlak,6.8,395,208,Unknown,0,14,0
Jaume Sanllorente,https://lubimyczytac.pl/autor/38936/jaume-sanllorente,7.7,200,232,Unknown,3,1,0
Dan Höjer,https://lubimyczytac.pl/autor/7149/dan-hojer,6.0,307,329,Unknown,1,3,0
Justyna Szymańska,https://lubimyczytac.pl/autor/18547/justyna-szymanska,6.0,440,269,01.01.1978,7,5,0
Brian Selznick,https://lubimyczytac.pl/autor/6156/brian-selznick,7.5,204,320,14.07.1966,2,3,0
Ronlyn Domingue,https://lubimyczytac.pl/autor/17095/ronlyn-domingue,6.6,201,119,Unknown,1,1,0
Kyle Marffin,https://lubimyczytac.pl/autor/18740/kyle-marffin,5.9,210,94,Unknown,0,2,0
Garry Kilworth,https://lubimyczytac.pl/autor/3320/garry-kilworth,7.0,430,244,05.07.1941,2,18,0
Robert Van Gulik,https://lubimyczytac.pl/autor/15224/robert-van-gulik,7.0,514,1301,09.08.1910,39,17,0
Caroline Graham,https://lubimyczytac.pl/autor/15933/caroline-graham,6.6,410,468,17.07.1931,33,10,0
Joann Sfar,https://lubimyczytac.pl/autor/36274/joann-sfar,7.1,869,1085,28.08.1971,38,45,0
André-Paul Duchâteau,https://lubimyczytac.pl/autor/45316/andre-paul-duchateau,5.5,486,514,08.05.1925,2,89,0
Fred Bodsworth,https://lubimyczytac.pl/autor/31733/fred-bodsworth,7.7,191,212,11.10.1918,3,1,0
Erlend Loe,https://lubimyczytac.pl/autor/18281/erlend-loe,6.5,426,472,24.05.1969,19,7,0
John Gardner,https://lubimyczytac.pl/autor/33080/john-gardner,5.8,264,448,Unknown,2,15,0
Harry Dolan,https://lubimyczytac.pl/autor/40560/harry-dolan,6.6,188,204,Unknown,1,1,0
Kristin Billerbeck,https://lubimyczytac.pl/autor/18720/kristin-billerbeck,5.8,446,361,Unknown,5,5,0
Teresa Ewa Opoka,https://lubimyczytac.pl/autor/14272/teresa-ewa-opoka,6.6,933,1071,Unknown,4,15,0
Dagmara Półtorak,https://lubimyczytac.pl/autor/31539/dagmara-poltorak,6.3,204,122,przybliżona),3,1,0
Helene Tursten,https://lubimyczytac.pl/autor/34210/helene-tursten,6.4,397,392,01.01.1954,7,4,0
Izabela Chojnacka,https://lubimyczytac.pl/autor/38297/izabela-chojnacka,6.7,241,190,Unknown,3,4,0
Samuel R. Delany,https://lubimyczytac.pl/autor/3815/samuel-r-delany,6.4,637,1186,01.04.1942,7,33,0
Will Adams,https://lubimyczytac.pl/autor/4311/will-adams,6.2,293,164,Unknown,2,2,0
Tabitha King,https://lubimyczytac.pl/autor/19267/tabitha-king,5.5,206,122,24.03.1949,3,1,0
Michael J. Gelb,https://lubimyczytac.pl/autor/12581/michael-j-gelb,6.7,314,519,01.01.1952,2,5,0
Adam Roberts,https://lubimyczytac.pl/autor/23582/adam-roberts,5.9,429,324,01.01.1965,2,17,2
Johannes Sachslehner,https://lubimyczytac.pl/autor/34086/johannes-sachslehner,7.2,277,581,przybliżona),1,4,0
Nick Rennison,https://lubimyczytac.pl/autor/30630/nick-rennison,6.3,200,247,01.01.1955,0,7,0
Susan Wiggs,https://lubimyczytac.pl/autor/18646/susan-wiggs,5.9,1288,2184,17.05.1958,32,24,0
Danuta Parlak,https://lubimyczytac.pl/autor/45728/danuta-parlak,7.4,291,62,Unknown,1,10,0
Nicole Byrd,https://lubimyczytac.pl/autor/25168/nicole-byrd,6.5,739,887,Unknown,21,10,0
Sam Bourne,https://lubimyczytac.pl/autor/21504/sam-bourne,6.0,439,263,25.02.1967,3,7,0
Anne Provoost,https://lubimyczytac.pl/autor/21582/anne-provoost,6.2,366,222,26.07.1964,1,4,0
Zbigniew Mentzel,https://lubimyczytac.pl/autor/23535/zbigniew-mentzel,6.4,680,706,przybliżona),4,11,0
Betty Jo Schuler,https://lubimyczytac.pl/autor/36075/betty-jo-schuler,5.9,347,66,Unknown,0,1,0
Alfred Elton van Vogt,https://lubimyczytac.pl/autor/30188/alfred-elton-van-vogt,6.3,785,1240,26.04.1912,20,54,0
Tadeusz Sobolewicz,https://lubimyczytac.pl/autor/37246/tadeusz-sobolewicz,6.6,484,767,01.01.1923,2,3,0
Katherine Marsh,https://lubimyczytac.pl/autor/6188/katherine-marsh,7.3,351,233,11.11.1974,0,4,0
Alisa Mun,https://lubimyczytac.pl/autor/21447/alisa-mun,5.5,199,122,Unknown,1,1,0
Jurij Andruchowycz,https://lubimyczytac.pl/autor/14448/jurij-andruchowycz,7.1,1532,3745,13.03.1960,52,24,1
Philippe Delerm,https://lubimyczytac.pl/autor/15737/philippe-delerm,5.9,246,253,27.11.1950,6,6,0
Iris Johansen,https://lubimyczytac.pl/autor/14018/iris-johansen,6.5,1319,1947,07.04.1938,58,32,0
Joni Eareckson Tada,https://lubimyczytac.pl/autor/30217/joni-eareckson-tada,7.2,221,141,15.10.1949,4,8,0
Astolphe de Custine,https://lubimyczytac.pl/autor/42780/astolphe-de-custine,8.0,211,425,18.03.1790,7,3,0
Klaus Kinski,https://lubimyczytac.pl/autor/38265/klaus-kinski,6.6,205,261,Unknown,0,2,0
Larry Dixon,https://lubimyczytac.pl/autor/31118/larry-dixon,6.9,488,802,28.07.1966,1,6,0
Andrzej Zbych,https://lubimyczytac.pl/autor/24126/andrzej-zbych,6.7,513,416,Unknown,8,66,0
Alain de Botton,https://lubimyczytac.pl/autor/34604/alain-de-botton,6.7,812,2140,Unknown,42,15,0
Kari Herbert,https://lubimyczytac.pl/autor/42716/kari-herbert,6.6,299,661,17.09.1970,4,2,0
Cyril Massarotto,https://lubimyczytac.pl/autor/43351/cyril-massarotto,5.9,690,547,25.06.1975,4,3,0
Elvira Dones,https://lubimyczytac.pl/autor/44103/elvira-dones,6.6,196,194,01.01.1960,0,1,0
Anita Głowińska,https://lubimyczytac.pl/autor/71900/anita-glowinska,7.8,998,1028,Unknown,15,113,0
Paul Carson,https://lubimyczytac.pl/autor/31528/paul-carson,6.2,453,405,Unknown,9,4,0
Janusz Korwin-Mikke,https://lubimyczytac.pl/autor/16091/janusz-korwin-mikke,6.2,679,1139,27.10.1942,79,35,0
Bryan Peterson,https://lubimyczytac.pl/autor/9320/bryan-peterson,7.2,444,829,Unknown,25,14,0
Sylvain Savoia,https://lubimyczytac.pl/autor/15622/sylvain-savoia,7.5,328,192,Unknown,1,10,0
Megan Stine,https://lubimyczytac.pl/autor/6738/megan-stine,6.0,566,214,Unknown,1,16,0
Eric Flint,https://lubimyczytac.pl/autor/3723/eric-flint,7.6,488,779,Unknown,9,35,0
Michał Głowiński,https://lubimyczytac.pl/autor/24037/michal-glowinski,6.9,886,1710,04.11.1934,22,69,1
Ladislav Grosman,https://lubimyczytac.pl/autor/33620/ladislav-grosman,7.0,192,193,Unknown,0,1,0
Charlotte Perkins Gilman,https://lubimyczytac.pl/autor/46993/charlotte-perkins-gilman,7.7,579,1072,03.07.1860,3,11,0
Kristen Britain,https://lubimyczytac.pl/autor/3505/kristen-britain,7.8,193,182,18.10.1968,4,6,0
Benjamin Franklin,https://lubimyczytac.pl/autor/43913/benjamin-franklin,6.7,535,999,17.01.1706,9,9,0
Bette Headapohl,https://lubimyczytac.pl/autor/34927/bette-headapohl,6.1,427,96,Unknown,1,2,0
Jean Rhys,https://lubimyczytac.pl/autor/23577/jean-rhys,7.0,215,511,24.08.1890,3,7,0
Irit Amiel,https://lubimyczytac.pl/autor/31472/irit-amiel,7.0,239,348,05.05.1931,7,8,0
Arnaud Delalande,https://lubimyczytac.pl/autor/31615/arnaud-delalande,5.8,446,344,Unknown,4,3,0
Christine Brooke-Rose,https://lubimyczytac.pl/autor/42221/christine-brooke-rose,6.6,245,311,16.01.1923,0,2,0
Lama Ole Nydahl,https://lubimyczytac.pl/autor/11145/lama-ole-nydahl,8.2,632,1436,19.03.1941,46,18,0
Sally Beauman,https://lubimyczytac.pl/autor/25323/sally-beauman,6.5,418,330,Unknown,9,9,0
Piotr Czerski,https://lubimyczytac.pl/autor/18293/piotr-czerski,6.2,277,349,01.04.1981,1,8,0
Barbara Ciwoniuk,https://lubimyczytac.pl/autor/6236/barbara-ciwoniuk,6.9,1949,1213,Unknown,30,13,0
Sven Nordqvist,https://lubimyczytac.pl/autor/43475/sven-nordqvist,7.8,782,986,30.04.1946,42,30,0
Dawid Rubinowicz,https://lubimyczytac.pl/autor/41034/dawid-rubinowicz,6.5,232,141,27.07.1927,3,1,0
Nick Arnold,https://lubimyczytac.pl/autor/7093/nick-arnold,6.9,639,638,Unknown,5,16,0
Karel van Loon,https://lubimyczytac.pl/autor/25523/karel-van-loon,6.1,194,119,24.12.1962,3,1,0
Fuyumi Soryo,https://lubimyczytac.pl/autor/14470/fuyumi-soryo,7.3,257,267,Unknown,6,31,0
Washington Irving,https://lubimyczytac.pl/autor/35745/washington-irving,6.8,1101,1710,03.04.1783,8,23,0
Edward Bellamy,https://lubimyczytac.pl/autor/35398/edward-bellamy,6.9,210,335,26.03.1850,0,2,0
Jun'ichirō Tanizaki,https://lubimyczytac.pl/autor/32577/jun-ichir-tanizaki,7.2,1657,4048,24.07.1886,39,21,0
Janet G. Woititz,https://lubimyczytac.pl/autor/36588/janet-g-woititz,6.5,381,511,Unknown,5,5,0
David H. Newman,https://lubimyczytac.pl/autor/35216/david-h-newman,6.7,193,353,Unknown,0,1,0
Marek Karpiński,https://lubimyczytac.pl/autor/33606/marek-karpinski,6.8,241,414,Unknown,1,9,0
Dmitrij Strelnikoff,https://lubimyczytac.pl/autor/36392/dmitrij-strelnikoff,6.3,557,422,01.01.1969,4,16,0
Sławomir Cenckiewicz,https://lubimyczytac.pl/autor/4018/slawomir-cenckiewicz,6.6,1517,3258,20.07.1971,114,30,2
Marcin Baryłka,https://lubimyczytac.pl/autor/30318/marcin-barylka,7.0,941,740,Unknown,0,6,0
Cathi Hanauer,https://lubimyczytac.pl/autor/32747/cathi-hanauer,5.9,224,126,05.10.1962,0,6,0
Sara Gran,https://lubimyczytac.pl/autor/21483/sara-gran,6.3,323,230,Unknown,1,3,0
